,Dalc,Fedu,Fjob,G1_mat,G1_por,G2_mat,G2_por,G3_mat,G3_por,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,hash,health,higher,in_Math,in_Portuguese,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
256,2,2,at_home,,7.0,,8.0,,8.0,2,other,T,2,26,yes,U,18,1,4,GT3,yes,4,3,other,-6997540801130647571,1,no,0,1,yes,no,no,course,yes,GP,no,M,1,1
257,1,4,teacher,,10.0,,8.0,,9.0,4,teacher,T,2,6,yes,U,17,0,4,GT3,yes,2,1,mother,-3163687968947829504,5,yes,0,1,yes,no,no,course,no,GP,no,M,1,1
258,1,2,other,,14.0,,14.0,,15.0,3,other,T,1,4,yes,U,17,0,5,GT3,no,4,2,father,-383758320979993566,3,yes,0,1,no,yes,no,course,no,GP,no,F,2,1
259,1,1,at_home,,11.0,,10.0,,10.0,1,at_home,T,2,10,yes,U,17,0,4,LE3,yes,3,2,mother,2523576953562065534,4,yes,0,1,yes,yes,no,course,yes,GP,no,F,3,1
260,1,2,other,,12.0,,11.0,,11.0,1,other,T,2,4,no,U,16,0,5,GT3,no,3,5,mother,8241349694552560961,5,no,0,1,yes,yes,no,course,no,GP,no,F,1,1
261,1,1,services,13.0,13.0,11.0,13.0,11.0,13.0,2,at_home,T,1,2,yes,R,17,0,2,GT3,no,1,1,mother,-3264473492799346568,3,yes,1,1,no,yes,no,course,no,GP,no,F,2,3
262,1,4,other,,9.0,,9.0,,8.0,1,other,A,1,14,no,R,17,1,5,LE3,yes,5,4,other,5037415339178746908,5,yes,0,1,yes,yes,no,course,no,GP,no,F,1,4
263,3,2,services,7.0,8.0,7.0,7.0,0.0,8.0,2,other,T,5,16,no,U,18,0,5,GT3,no,5,4,father,-7934875571664563540,2,no,1,1,yes,yes,no,reputation,no,GP,no,M,2,1
264,1,2,other,,11.0,,9.0,,10.0,2,other,A,1,8,no,U,17,1,3,LE3,yes,1,2,mother,5433436774078057428,1,no,0,1,yes,no,no,home,no,GP,no,F,1,1
265,1,1,other,,15.0,,14.0,,15.0,1,at_home,T,3,4,yes,R,17,0,4,LE3,no,3,3,mother,-6326188319077982321,5,yes,0,1,yes,yes,no,course,no,GP,no,F,3,2
266,1,2,other,,15.0,,14.0,,14.0,4,teacher,A,1,4,yes,U,17,0,4,LE3,yes,3,2,mother,-4808405529493528429,4,yes,0,1,no,yes,no,course,no,GP,no,F,2,1
267,1,3,other,12.0,15.0,12.0,15.0,12.0,15.0,4,health,T,4,8,yes,U,17,0,2,LE3,no,5,5,mother,-6308695306189858462,5,yes,1,1,yes,yes,no,course,yes,GP,no,M,2,2
268,2,4,other,10.0,12.0,11.0,12.0,12.0,12.0,4,teacher,A,3,0,no,R,17,0,3,LE3,yes,3,3,mother,9154194415553568837,4,yes,1,1,yes,yes,no,course,no,GP,no,M,2,2
269,1,3,other,6.0,14.0,0.0,14.0,0.0,15.0,4,teacher,T,1,7,yes,U,16,0,5,LE3,no,4,5,mother,8363470553314756040,3,yes,1,1,yes,no,no,course,no,GP,no,M,1,1
270,1,4,services,13.0,14.0,12.0,15.0,12.0,15.0,4,services,T,2,4,yes,U,16,0,5,GT3,no,3,2,mother,-3155283312154993877,5,yes,1,1,yes,yes,yes,course,no,GP,no,M,1,1
271,1,4,services,10.0,11.0,9.0,11.0,9.0,12.0,4,teacher,T,4,2,no,U,17,0,5,GT3,yes,3,1,mother,3616392657389055805,5,yes,1,1,yes,yes,yes,course,yes,GP,no,F,2,1
272,1,1,other,,13.0,,14.0,,15.0,1,other,T,1,2,no,R,17,0,4,GT3,no,3,3,father,8710617575420881219,1,yes,0,1,yes,no,no,home,yes,GP,no,M,3,2
273,2,3,other,,11.0,,11.0,,11.0,3,services,T,3,10,no,U,17,0,4,GT3,yes,2,2,mother,-2545672092002173235,5,yes,0,1,yes,yes,no,home,yes,GP,no,F,3,2
274,1,1,other,,10.0,,9.0,,10.0,1,at_home,T,1,10,no,U,17,0,4,GT3,no,3,2,mother,-6599889949973028391,4,yes,0,1,no,no,no,course,yes,GP,yes,F,2,1
275,1,1,other,7.0,12.0,0.0,10.0,0.0,11.0,2,other,T,1,10,no,U,18,0,4,GT3,yes,4,4,other,-2605534372408457063,3,yes,1,1,yes,no,no,course,yes,GP,no,F,3,2
276,1,1,other,18.0,15.0,18.0,16.0,18.0,16.0,2,other,T,1,7,no,U,16,0,4,GT3,no,3,3,mother,3052897235273617627,4,yes,1,1,yes,yes,no,course,no,GP,no,M,1,3
277,1,1,services,,11.0,,10.0,,11.0,1,other,T,2,4,no,U,17,0,4,GT3,yes,3,4,father,-8997018709287168808,5,yes,0,1,no,yes,no,course,no,GP,no,F,2,1
278,1,3,other,12.0,9.0,12.0,12.0,13.0,13.0,2,other,T,1,2,no,U,17,0,5,GT3,no,2,2,father,2125340547407133370,2,yes,1,1,yes,yes,no,course,no,GP,no,M,1,2
279,5,1,services,6.0,7.0,8.0,8.0,8.0,5.0,3,services,T,5,12,no,U,22,3,5,GT3,no,4,5,mother,8812855275939075422,1,no,1,1,yes,no,no,other,yes,GP,no,M,1,1
280,1,3,services,3.0,10.0,5.0,9.0,5.0,10.0,3,other,T,3,8,no,R,18,0,4,LE3,yes,3,3,mother,6049951486381522095,5,yes,1,1,yes,yes,no,course,yes,GP,no,M,2,1
281,2,2,other,13.0,11.0,15.0,12.0,15.0,11.0,0,other,T,4,0,no,U,16,0,4,GT3,no,3,2,mother,-5478739727191231040,5,yes,1,1,yes,no,no,other,no,GP,no,M,1,1
282,2,2,other,6.0,7.0,8.0,8.0,8.0,7.0,3,services,T,4,8,no,U,18,0,4,GT3,no,4,5,mother,5772749732941868768,5,no,1,1,yes,yes,no,course,no,GP,no,M,1,2
283,1,3,other,7.0,9.0,10.0,11.0,10.0,10.0,3,at_home,T,3,4,no,U,16,1,5,GT3,yes,3,3,other,-8785717349275214741,2,yes,1,1,yes,no,no,reputation,no,GP,yes,M,2,3
284,2,1,services,6.0,7.0,9.0,8.0,8.0,6.0,2,services,T,5,4,no,U,18,2,3,GT3,no,2,5,mother,-7354981835879520042,5,no,1,1,yes,no,no,other,no,GP,no,M,1,1
285,1,1,other,8.0,14.0,9.0,13.0,8.0,12.0,2,other,T,3,2,yes,R,16,0,3,GT3,no,3,2,mother,6926226878809248233,3,yes,1,1,no,no,no,course,no,GP,no,M,1,2
286,2,1,other,8.0,12.0,12.0,12.0,12.0,13.0,2,other,T,4,0,no,R,17,0,4,GT3,no,4,2,mother,500156605124355049,5,yes,1,1,yes,no,no,course,no,GP,no,M,1,1
287,1,1,other,7.0,9.0,9.0,10.0,8.0,10.0,1,health,T,2,0,yes,U,17,1,4,LE3,yes,4,4,mother,1828919261644375887,5,yes,1,1,yes,yes,no,course,no,GP,no,M,1,2
288,1,1,other,,12.0,,12.0,,13.0,2,other,A,3,2,no,U,18,0,4,LE3,yes,3,4,mother,2438352037484640012,5,yes,0,1,yes,no,no,course,yes,GP,no,F,2,1
289,1,2,services,14.0,14.0,12.0,15.0,13.0,17.0,4,teacher,T,1,2,yes,U,17,0,4,LE3,yes,2,3,mother,-7135765069917048312,4,yes,1,1,yes,yes,no,reputation,no,GP,no,F,4,1
290,1,2,services,,10.0,,10.0,,11.0,2,services,T,1,0,no,U,19,0,4,GT3,yes,3,3,mother,-1254568870145746575,5,yes,0,1,yes,yes,no,home,no,GP,no,F,2,1
291,4,1,other,,11.0,,10.0,,11.0,2,services,T,4,4,yes,U,18,1,4,LE3,no,4,5,mother,178505946437068153,5,no,0,1,yes,no,no,course,no,GP,no,M,2,3
292,1,2,other,,11.0,,12.0,,14.0,4,other,T,3,2,yes,R,17,0,4,GT3,yes,3,4,mother,2382140917969966365,5,yes,0,1,yes,yes,no,course,no,GP,no,F,3,1
293,2,1,at_home,,11.0,,12.0,,14.0,1,other,T,3,4,no,U,18,0,4,LE3,yes,4,3,mother,2867870477877113038,3,yes,0,1,no,no,no,home,no,GP,no,F,3,1
294,1,2,other,,11.0,,11.0,,13.0,2,other,T,1,4,no,R,18,0,3,GT3,no,2,3,mother,1473149985330162929,5,yes,0,1,no,yes,no,home,no,GP,yes,F,2,1
295,1,3,at_home,11.0,11.0,11.0,13.0,11.0,14.0,4,services,A,1,4,no,U,19,0,4,LE3,yes,3,1,mother,-8230942076353492403,1,yes,1,1,yes,yes,no,reputation,no,GP,no,M,2,1
296,1,1,other,15.0,16.0,14.0,16.0,14.0,16.0,2,other,T,2,2,yes,U,18,0,5,GT3,no,2,4,mother,7541553070630775517,4,yes,1,1,yes,yes,no,home,no,GP,no,M,2,1
297,1,2,services,,9.0,,10.0,,10.0,2,other,T,1,0,no,R,17,0,5,GT3,no,2,2,mother,-376797139462671708,4,no,0,1,no,no,no,other,no,GP,no,M,1,2
298,1,2,services,10.0,10.0,9.0,11.0,0.0,12.0,2,services,T,1,2,yes,U,17,0,3,LE3,no,4,1,father,3855589743794349302,2,yes,1,1,yes,yes,no,course,yes,GP,no,F,4,1
299,1,1,other,,10.0,,12.0,,12.0,2,other,T,2,8,yes,R,20,0,1,GT3,yes,2,3,other,-7883210315343194360,2,no,0,1,yes,yes,yes,course,yes,GP,no,F,2,2
300,1,3,other,17.0,15.0,18.0,15.0,18.0,15.0,4,services,T,3,2,no,U,18,0,3,GT3,yes,1,2,father,4193363841308367061,2,yes,1,1,yes,yes,no,home,yes,GP,no,F,2,1
301,1,3,other,8.0,10.0,8.0,10.0,8.0,11.0,4,teacher,T,1,2,no,U,18,0,4,GT3,yes,3,2,mother,6396576687750691120,3,yes,1,1,yes,no,no,course,no,GP,no,M,2,1
302,1,2,other,13.0,10.0,12.0,11.0,12.0,12.0,3,other,T,1,2,yes,R,18,0,5,GT3,no,3,2,mother,-6582024936499909694,3,yes,1,1,no,no,no,course,no,GP,no,M,3,1
303,1,3,other,10.0,15.0,9.0,12.0,9.0,13.0,3,other,T,1,2,yes,U,17,0,3,GT3,no,2,3,mother,-8496958699123489085,4,yes,1,1,no,no,no,home,no,GP,no,F,3,1
304,1,2,services,9.0,11.0,10.0,12.0,0.0,13.0,2,at_home,T,1,0,yes,U,18,0,4,GT3,yes,3,3,mother,2683730326503926028,3,yes,1,1,yes,yes,no,home,yes,GP,no,F,3,1
305,2,2,other,,8.0,,8.0,,9.0,2,other,T,3,8,no,U,17,0,4,GT3,no,4,4,father,422893381765781190,4,no,0,1,yes,yes,no,home,no,GP,no,M,1,2
306,3,4,other,17.0,15.0,17.0,16.0,17.0,16.0,3,other,A,4,6,yes,R,18,0,4,LE3,yes,2,5,mother,5542057624644115347,1,yes,1,1,yes,yes,no,reputation,no,GP,no,M,2,2
307,3,1,other,9.0,11.0,9.0,11.0,10.0,14.0,3,services,T,4,0,yes,U,17,0,5,GT3,no,4,4,mother,-4646433753054942889,5,yes,1,1,yes,yes,no,other,yes,GP,no,M,2,1
308,2,4,other,12.0,10.0,10.0,11.0,11.0,12.0,4,teacher,T,2,8,yes,R,18,0,4,GT3,no,3,4,mother,-6383034805613042558,4,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,2
309,1,2,other,10.0,10.0,9.0,12.0,10.0,14.0,4,health,T,3,4,yes,U,18,0,5,GT3,yes,4,5,father,-1663879492628242724,5,yes,1,1,yes,yes,no,reputation,yes,GP,no,M,2,1
310,1,1,other,6.0,8.0,0.0,9.0,0.0,10.0,2,other,T,2,12,no,R,18,0,4,GT3,yes,3,5,mother,2383455109099053628,3,no,1,1,yes,yes,no,reputation,yes,GP,no,F,2,2
311,3,3,services,9.0,11.0,9.0,12.0,9.0,12.0,3,other,T,3,16,yes,U,19,0,4,GT3,yes,3,5,other,6000133987931064888,5,yes,1,1,yes,yes,no,home,no,GP,no,F,2,1
312,1,3,services,15.0,16.0,14.0,16.0,14.0,16.0,2,other,T,3,10,yes,U,18,0,4,GT3,yes,5,5,father,8648817571242093735,2,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,4,1
313,1,1,other,11.0,13.0,11.0,13.0,11.0,13.0,1,other,T,1,2,no,U,18,0,4,LE3,yes,4,3,mother,-5428188633061558202,3,yes,1,1,no,no,no,home,no,GP,no,F,2,2
314,2,2,at_home,15.0,16.0,14.0,17.0,14.0,18.0,1,at_home,T,2,2,yes,R,17,0,3,GT3,yes,5,2,mother,2298061675109433540,1,yes,1,1,no,no,no,home,yes,GP,no,M,2,1
315,1,1,other,,14.0,,14.0,,15.0,2,other,T,2,8,no,U,18,0,4,GT3,yes,2,5,mother,-242706276672496407,1,yes,0,1,yes,yes,no,home,yes,GP,no,F,2,1
316,1,4,health,10.0,15.0,10.0,16.0,10.0,16.0,2,at_home,T,1,6,no,U,17,0,4,GT3,yes,3,3,mother,-5795206045837805068,1,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,2,2
317,2,2,other,12.0,12.0,12.0,12.0,12.0,12.0,2,services,T,3,6,no,U,17,0,4,LE3,yes,4,4,mother,-6161466545079437066,5,yes,1,1,yes,yes,no,course,yes,GP,yes,F,2,2
318,1,2,services,10.0,12.0,9.0,9.0,9.0,10.0,3,other,A,1,15,no,R,18,0,4,GT3,no,1,1,mother,-1043974370080923426,5,no,1,1,yes,no,no,home,yes,GP,no,F,2,2
319,1,4,services,9.0,11.0,9.0,12.0,9.0,12.0,4,teacher,T,4,6,yes,U,18,0,3,GT3,no,2,4,mother,-7059409748977206547,3,yes,1,1,yes,yes,no,home,no,GP,no,M,1,2
320,1,4,health,9.0,14.0,8.0,12.0,8.0,13.0,4,health,T,1,2,yes,U,18,1,2,GT3,yes,4,4,father,4066530374969362988,4,yes,1,1,yes,yes,no,reputation,yes,GP,yes,F,2,1
321,1,2,services,,13.0,,15.0,,15.0,2,other,T,1,8,no,U,17,0,4,GT3,yes,2,3,father,5134513612267298557,1,yes,0,1,yes,yes,no,reputation,yes,GP,no,F,3,3
322,4,2,services,,9.0,,8.0,,10.0,3,services,T,3,0,no,R,19,1,3,GT3,yes,3,3,father,1533019711414472274,3,no,0,1,yes,yes,no,reputation,no,GP,yes,F,2,1
323,1,3,services,10.0,10.0,11.0,10.0,10.0,10.0,4,teacher,T,2,0,yes,U,18,0,4,LE3,no,2,3,mother,-8078912318846244116,1,yes,1,1,yes,yes,no,course,no,GP,no,M,1,2
324,2,2,other,,10.0,,10.0,,11.0,1,at_home,T,4,10,no,U,18,0,3,GT3,no,4,4,other,-480211437609789331,4,no,0,1,yes,no,no,home,no,GP,no,M,1,2
325,2,1,other,8.0,11.0,8.0,11.0,8.0,10.0,4,services,A,4,22,yes,U,17,0,4,LE3,no,5,4,mother,-2068904652968301511,5,yes,1,1,yes,yes,no,home,yes,GP,no,M,1,2
326,3,2,services,11.0,13.0,9.0,13.0,10.0,13.0,3,teacher,A,4,18,no,U,17,0,4,LE3,no,4,4,mother,-7883145557795685597,3,yes,1,1,yes,yes,no,home,no,GP,no,M,1,1
327,1,1,other,12.0,17.0,12.0,17.0,12.0,18.0,1,at_home,T,1,2,yes,R,18,0,5,LE3,yes,2,2,mother,-8465634163557133109,3,yes,1,1,no,yes,no,reputation,no,GP,no,F,4,2
328,1,1,other,8.0,12.0,9.0,13.0,10.0,13.0,1,other,T,1,0,yes,U,18,0,5,GT3,no,4,4,mother,-1788693610329332586,4,yes,1,1,yes,yes,no,home,no,GP,yes,F,2,2
329,1,2,other,10.0,12.0,9.0,12.0,11.0,14.0,2,other,T,2,12,no,U,17,0,5,GT3,yes,4,5,mother,7990479149055082250,5,yes,1,1,yes,no,no,course,no,GP,no,F,2,1
330,1,1,other,,12.0,,13.0,,14.0,2,other,T,1,10,yes,U,18,0,4,GT3,no,3,1,mother,-5947709600253667027,5,yes,0,1,yes,yes,no,reputation,yes,GP,no,F,2,2
331,1,1,other,12.0,12.0,10.0,12.0,11.0,12.0,1,other,T,2,0,no,U,17,0,4,GT3,no,3,3,father,4095574665701460186,4,yes,1,1,yes,no,no,reputation,no,GP,no,M,2,1
332,1,2,at_home,18.0,18.0,18.0,18.0,19.0,18.0,2,at_home,T,2,0,no,U,18,0,4,GT3,yes,3,3,mother,4620452867598015913,2,yes,1,1,yes,yes,no,other,no,GP,no,F,3,1
333,1,1,teacher,13.0,13.0,12.0,13.0,12.0,14.0,1,services,T,1,0,no,U,17,0,4,GT3,yes,3,3,mother,-8088626099769451491,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,3,1
334,1,1,services,15.0,14.0,14.0,15.0,14.0,15.0,2,services,T,3,0,yes,U,18,0,4,GT3,no,2,4,mother,-5815680993024391383,2,yes,1,1,yes,yes,no,reputation,no,GP,no,M,3,1
335,1,4,teacher,15.0,17.0,13.0,17.0,15.0,17.0,4,teacher,A,1,0,yes,U,18,0,5,LE3,yes,4,3,mother,-4766963365187901236,2,yes,1,1,yes,yes,no,reputation,no,GP,no,M,2,1
336,1,2,other,12.0,15.0,11.0,16.0,11.0,16.0,4,teacher,T,4,2,yes,U,18,0,4,GT3,yes,3,2,mother,3699339479412907132,5,yes,1,1,yes,yes,no,home,yes,GP,no,M,2,1
337,1,3,services,15.0,17.0,15.0,18.0,15.0,18.0,4,health,T,2,0,no,U,17,0,4,GT3,yes,2,2,mother,-4143777086567670159,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,3,1
338,1,1,other,18.0,18.0,18.0,19.0,18.0,19.0,3,services,T,1,0,no,R,17,0,3,LE3,yes,1,2,mother,-3315616187571708672,3,yes,1,1,no,yes,no,reputation,no,GP,no,F,4,2
339,1,2,other,14.0,14.0,13.0,15.0,14.0,15.0,3,services,T,1,0,yes,R,18,0,5,LE3,yes,4,2,mother,5637777381338544458,4,yes,1,1,yes,yes,no,reputation,no,GP,no,M,3,2
340,1,3,other,14.0,14.0,12.0,15.0,11.0,15.0,3,health,T,3,0,no,U,17,0,4,GT3,yes,4,3,mother,-4560920687793051877,5,yes,1,1,yes,yes,no,home,no,GP,no,M,1,1
341,2,4,other,10.0,14.0,9.0,13.0,0.0,13.0,4,health,T,3,2,yes,U,19,0,2,GT3,yes,3,4,other,3971870658743393174,2,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,2
342,1,3,other,10.0,13.0,8.0,14.0,8.0,14.0,4,other,T,2,0,no,U,18,0,4,LE3,yes,4,5,other,8612786419455439715,2,yes,1,1,yes,yes,no,home,yes,GP,no,F,2,2
343,1,3,other,14.0,16.0,13.0,17.0,14.0,17.0,4,other,T,1,0,no,U,18,0,4,GT3,yes,3,3,father,3489138237123947609,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,4,1
344,2,4,teacher,16.0,18.0,15.0,18.0,16.0,17.0,4,teacher,T,2,0,no,U,18,0,1,LE3,yes,4,2,mother,5906330817269421426,1,yes,1,1,yes,yes,no,home,yes,GP,no,M,1,1
345,1,4,other,12.0,14.0,10.0,15.0,11.0,15.0,4,health,A,1,0,no,U,18,0,4,LE3,yes,2,4,mother,-2492351972924754158,4,yes,1,1,yes,yes,yes,home,yes,GP,no,F,2,1
346,2,4,teacher,11.0,12.0,11.0,13.0,10.0,13.0,4,other,T,2,0,no,U,17,0,4,LE3,no,1,1,father,-8649177305545203882,5,yes,1,1,yes,yes,no,home,no,GP,no,M,1,2
347,1,4,services,,7.0,,7.0,,8.0,4,services,T,1,0,yes,R,17,0,5,GT3,yes,3,4,mother,-2258023181070410704,5,yes,0,1,yes,yes,no,reputation,no,GP,no,F,3,2
348,1,2,other,15.0,16.0,12.0,16.0,14.0,16.0,4,other,T,1,0,no,U,17,0,4,GT3,yes,3,3,mother,-3033713721182987527,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,3,2
349,1,2,health,17.0,18.0,17.0,18.0,18.0,18.0,3,health,T,2,0,yes,U,17,0,5,GT3,yes,2,2,father,-9002167740709506599,5,yes,1,1,yes,no,no,reputation,no,GP,no,F,4,1
350,1,1,services,,9.0,,10.0,,11.0,2,at_home,T,1,0,yes,R,19,1,4,LE3,no,3,1,mother,-4929650020713553406,5,yes,0,1,yes,yes,no,course,yes,GP,no,M,3,2
351,1,2,other,17.0,14.0,18.0,15.0,18.0,15.0,3,services,A,1,0,yes,U,20,2,5,GT3,no,5,3,other,-5306069006844560362,5,yes,1,1,no,yes,no,course,no,GP,no,M,1,1
352,1,3,services,15.0,10.0,12.0,10.0,12.0,11.0,3,other,T,2,0,yes,R,19,0,4,GT3,no,5,3,father,6898002250764501593,5,yes,1,1,no,yes,no,reputation,yes,GP,no,M,2,1
353,1,4,teacher,,10.0,,10.0,,11.0,1,other,T,2,2,no,U,18,0,3,GT3,yes,4,4,mother,4605015867750230200,5,yes,0,1,no,no,no,home,yes,GP,yes,F,2,1
354,1,1,other,8.0,12.0,8.0,12.0,0.0,15.0,2,services,T,2,2,yes,U,18,0,5,GT3,yes,3,3,mother,4652393966000227540,1,yes,1,1,yes,yes,no,course,no,GP,no,F,2,2
355,1,3,other,,11.0,,12.0,,14.0,2,other,T,1,2,yes,U,17,0,4,GT3,no,2,1,father,-4206210284530738342,3,yes,0,1,yes,yes,no,course,yes,GP,no,F,2,2
356,1,4,teacher,,15.0,,16.0,,17.0,4,teacher,T,1,2,yes,R,17,0,4,GT3,no,4,4,mother,-7110120203030484453,5,yes,0,1,yes,yes,no,course,no,GP,no,F,1,1
357,1,3,other,9.0,14.0,10.0,15.0,9.0,17.0,4,other,T,1,2,yes,U,18,0,4,GT3,yes,3,4,mother,-2839917428355153708,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,3,1
358,1,3,services,,12.0,,12.0,,15.0,4,health,T,4,8,no,U,18,0,3,LE3,yes,2,4,mother,124494653446843331,1,yes,0,1,yes,yes,no,course,no,GP,no,F,1,2
359,2,4,services,11.0,15.0,11.0,15.0,10.0,17.0,3,at_home,T,5,2,yes,R,17,0,4,GT3,yes,3,4,father,-1390708745376297198,5,yes,1,1,yes,no,no,course,no,GP,no,F,3,1
360,1,3,other,,11.0,,12.0,,14.0,3,at_home,T,1,8,no,U,18,0,4,GT3,yes,1,4,father,1623186660187163951,3,yes,0,1,yes,yes,no,course,no,GP,no,F,2,1
361,1,2,other,,11.0,,10.0,,10.0,4,health,T,1,9,yes,U,19,0,5,GT3,yes,4,4,mother,7029788591130608517,1,yes,0,1,yes,yes,no,course,yes,GP,no,M,2,2
362,3,4,other,11.0,12.0,11.0,11.0,11.0,13.0,4,teacher,T,3,0,no,U,18,0,4,GT3,yes,4,4,mother,-7695656952542502685,5,yes,1,1,yes,yes,no,course,no,GP,no,F,2,1
363,1,4,other,,11.0,,12.0,,14.0,3,other,T,1,4,yes,U,18,0,5,GT3,yes,4,4,mother,1777550401400254540,1,yes,0,1,yes,yes,no,course,yes,GP,no,F,1,1
364,1,4,health,,14.0,,15.0,,17.0,4,health,T,2,2,yes,U,17,0,5,GT3,no,3,4,mother,-8854038953292999495,5,yes,0,1,yes,yes,no,course,no,GP,no,F,1,1
365,1,3,services,13.0,15.0,13.0,14.0,13.0,17.0,4,services,A,2,14,no,U,17,0,5,GT3,yes,2,2,mother,-8431044674569665654,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,2,1
366,1,3,other,,12.0,,12.0,,13.0,3,services,A,1,0,no,U,17,0,5,LE3,yes,3,3,mother,6456770134333223417,5,yes,0,1,yes,yes,no,home,no,GP,yes,F,2,1
367,2,1,other,,11.0,,12.0,,14.0,2,other,T,2,2,yes,U,17,0,4,LE3,no,2,3,father,8308910728228054585,2,yes,0,1,yes,yes,no,home,no,GP,no,F,2,1
368,3,4,other,,8.0,,9.0,,11.0,4,other,T,4,2,no,U,18,0,4,LE3,yes,2,5,father,-1757647002115164268,5,yes,0,1,yes,yes,no,reputation,no,GP,no,M,1,1
369,4,1,other,,10.0,,10.0,,11.0,1,other,T,3,12,yes,U,19,0,1,GT3,no,5,5,other,5887269275019327392,5,no,0,1,no,yes,no,course,yes,GP,no,F,3,3
370,1,1,other,,8.0,,8.0,,9.0,1,other,A,1,2,no,U,19,2,5,LE3,yes,3,4,other,-1052413164071017462,4,yes,0,1,yes,no,no,course,yes,GP,no,F,2,3
371,2,2,other,,10.0,,10.0,,10.0,2,other,T,4,2,yes,U,18,0,4,GT3,yes,3,5,mother,-4060153638480455609,5,yes,0,1,yes,yes,no,course,yes,GP,no,F,1,1
372,1,2,other,11.0,14.0,9.0,13.0,9.0,13.0,2,other,T,1,4,no,U,17,0,4,GT3,yes,2,2,mother,6031302685089357491,3,yes,1,1,no,yes,no,course,yes,GP,no,F,2,1
373,2,2,services,11.0,11.0,11.0,11.0,11.0,10.0,2,services,T,2,0,yes,R,17,0,3,LE3,yes,3,2,mother,2113912157643642589,3,yes,1,1,yes,yes,no,course,no,GP,no,F,3,1
374,2,1,services,12.0,17.0,14.0,18.0,15.0,17.0,3,services,T,3,0,no,U,17,0,3,GT3,yes,4,3,father,1586274305145142828,5,yes,1,1,yes,no,no,course,no,GP,no,F,3,1
375,2,2,at_home,16.0,14.0,15.0,14.0,15.0,15.0,0,at_home,T,3,0,no,U,17,0,3,LE3,no,3,3,father,-1161145044338569745,2,yes,1,1,yes,yes,no,home,no,GP,no,F,3,2
376,1,1,other,8.0,14.0,9.0,14.0,10.0,14.0,1,other,T,2,0,yes,U,18,0,4,GT3,no,5,5,mother,-1788693610329332586,2,yes,1,1,yes,yes,no,home,no,GP,no,F,3,2
377,2,4,other,9.0,13.0,12.0,14.0,11.0,13.0,4,other,T,2,0,yes,U,18,0,4,GT3,no,3,3,mother,-4904144305361986457,3,yes,1,1,yes,yes,no,course,no,GP,no,M,3,1
378,3,3,services,14.0,17.0,15.0,18.0,16.0,17.0,3,other,T,5,0,yes,U,17,0,4,GT3,no,3,5,mother,-2561037304494312763,5,yes,1,1,yes,no,no,reputation,no,GP,no,M,1,1
379,5,2,other,11.0,11.0,10.0,10.0,10.0,10.0,2,services,T,5,2,no,R,17,0,4,GT3,yes,4,5,mother,-3634156060328473122,4,yes,1,1,yes,yes,no,course,no,GP,no,M,1,4
380,1,4,services,10.0,13.0,9.0,12.0,9.0,13.0,4,teacher,T,3,0,yes,U,17,0,5,GT3,yes,4,4,mother,3616392657389055805,4,yes,1,1,yes,yes,no,course,no,GP,no,F,3,1
381,1,4,teacher,14.0,15.0,14.0,14.0,14.0,15.0,4,teacher,T,2,4,no,U,17,0,4,GT3,yes,3,3,mother,1685575842886349878,4,yes,1,1,yes,no,no,course,yes,GP,no,F,3,2
382,2,3,other,,11.0,,12.0,,11.0,3,at_home,T,5,2,yes,U,17,0,4,GT3,yes,2,5,mother,-6590419828173532664,5,yes,0,1,yes,yes,yes,course,no,GP,no,F,1,1
383,2,2,other,9.0,11.0,8.0,11.0,8.0,12.0,2,other,T,4,0,yes,U,18,0,4,LE3,yes,5,5,mother,3415977585538891609,5,yes,1,1,yes,yes,yes,course,no,GP,no,M,4,1
384,2,2,services,,11.0,,10.0,,10.0,3,at_home,T,2,0,no,R,19,0,5,GT3,yes,3,4,other,-3950676762304459902,5,yes,0,1,no,no,no,home,yes,GP,no,M,1,1
385,1,2,other,,10.0,,9.0,,10.0,2,at_home,T,1,2,yes,U,18,0,4,GT3,no,2,5,mother,-6670570234776082540,2,yes,0,1,no,yes,no,course,yes,GP,no,F,2,4
386,1,4,other,12.0,15.0,14.0,15.0,14.0,15.0,2,at_home,T,1,0,no,R,17,0,4,GT3,yes,4,3,father,8879113577274582717,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,3,1
387,1,2,other,,15.0,,14.0,,15.0,2,other,T,2,6,no,U,18,0,5,GT3,no,4,2,mother,93044829683971276,5,yes,0,1,yes,no,no,reputation,no,GP,no,M,1,1
